,symbol,name,industry,macro,RS,RSM
487,ELGIEQUIP,ELGI EQUIPMENTS LTD,Industrial Machinery,CAPITAL GOODS,1.3454978167423421,-0.815065901235057
488,ELGIRUBCO,ELGI RUBBER COMPANY LTD,Rubber Products,Basic Materials,0.26377472953093606,-51.56589791490954
489,EMAMILTD,EMAMI LTD,Personal Products,FMCG ,0.7877429390746253,16.17587662458422
490,EMAMIPAP,EMAMI PAPER MILLS LTD,Paper & Paper Products,Basic Materials,1.6710867311600375,19.985693822730365
491,EMAMIREAL,EMAMI REALTY LTD,Realty,CAPITAL GOODS,0.8295489548075113,7.978868624570001
493,EMKAY,EMKAY GLOBAL FINANCIAL SERVICES LTD,Financial Services,Finance,0.5862026948220777,-39.60096780248331
494,EMMBI,EMMBI INDUSTRIES LTD,Containers & Packaging,Industrials,0.14508418503664453,-42.81930289243823
495,ENDURANCE,ENDURANCE TECHNOLOGIES LTD,Auto Parts & Equipment,CDGS ,1.3098130572114586,-10.377356106641066
496,ENERGYDEV,ENERGY DEVELOPMENT COMPANY LTD,Electric Utilities,Utilities,0.07957035475100735,-78.30264524465375
497,ENGINERSIN,ENGINEERS INDIA LTD,Consulting Services,Industrials,0.5798305842114503,22.646995739566012
498,ENIL,ENTERTAINMENT NETWORK (INDIA) LTD,Broadcasting & Cable TV,SERVICES,0.01320873324506515,-97.56341070008934
500,EPL,EPL LTD,Containers & Packaging,Industrials,0.6360280093611869,-30.501219315985338
502,EQUIPPP,EQUIPPP SOCIAL IMPACT TECHNOLOGIES LTD,Software Products,Information Technology,0.25969948284276106,542.4832962508418
504,EQUITASBNK,EQUITAS SMALL FINANCE BANK LTD,BANKS - PVT,Finance,1.3507706361361362,-8.551675274153892
505,ERIS,ERIS LIFESCIENCES LTD,Pharmaceuticals,Healthcare,1.161513899139845,40.45162135666087
506,EROSMEDIA,EROS INTERNATIONAL MEDIA LTD,Movies & Entertainment,SERVICES,0.20504908164423338,6.790028537226256
507,ESABINDIA,ESAB INDIA LTD, Industrial Goods,Industrials,1.7695693756476893,130.98388953839137
508,ESCORTS,ESCORTS LTD,"Construction, Agricultural & Commercial Vehicles",CAPITAL GOODS,1.2681238449699137,-13.191647141085816
509,ESSARSHPNG,ESSAR SHIPPING LTD,Shipping,SERVICES,1.2659697205375964,20.751092351656688
510,ESTER,ESTER INDUSTRIES LTD,Containers & Packaging,Industrials,0.243596528651737,-41.79236028256533
513,EUROTEXIND,EUROTEX INDUSTRIES AND EXPORTS LTD,SPINNING-COTTON/BLENDED,Industrials,0.82276831781313,-34.46991445109093
514,EVEREADY,EVEREADY INDUSTRIES INDIA LTD,Non-Durable Household Products,FMCG ,0.41612908686847144,-33.352323003013225
515,EVERESTIND,EVEREST INDUSTRIES LTD,Cement & Cement Products,Basic Materials,0.46184495745888116,-271.17587499874094
516,EXCEL,EXCEL REALTY N INFRA LTD,BPO / ITeS,Information Technology,0.016137770292171862,-88.9429301018932
517,EXCELINDUS,EXCEL INDUSTRIES LTD,Specialty Chemicals,Basic Materials,1.4877159933668533,-6.0375333264189095
518,EXIDEIND,EXIDE INDUSTRIES LTD,Auto Parts & Equipment,CDGS ,1.2135356361028407,36.735679116099476
519,EXPLEOSOL,EXPLEO SOLUTIONS LTD,IT Consulting & Application Software,Information Technology,0.2798946834168487,-54.58275842484319
520,EXXARO,EXXARO TILES LTD,"Furniture, Furnishing & Paints",CAPITAL GOODS,-0.5369257255714442,76.12487710081462
521,FACT,FERTILIZERS AND CHEMICALS TRAVANCORE LTD,FERTILIZERS,Basic Materials,1.6295182248925728,103.19255668596949
522,FAIRCHEMOR,FAIRCHEM ORGANICS LTD,Commodity Chemicals,Basic Materials,0.9875404720139397,12.546951743646751
523,FCL,FINEOTEX CHEMICAL LTD,Specialty Chemicals,Basic Materials,-0.14433482716633755,789.6676337300906
524,FCONSUMER,FUTURE CONSUMER LTD,Packaged Foods,FMCG ,-1.2657508443421874,100.36766732086244
525,FCSSOFT,FCS SOFTWARE SOLUTIONS LTD,IT Consulting & Application Software,Information Technology,0.21609678597145623,-51.68992131672141
526,FDC,FDC LTD,Pharmaceuticals,Healthcare,0.17495220243155454,-38.43575878850057
527,FEDERALBNK,THE FEDERAL BANK  LTD,BANKS - PVT,Finance,1.189934260276637,-10.440690652714258
528,FEL,FUTURE ENTERPRISES LTD,Department Stores,SERVICES,0.40395967793886817,-52.086095709909486
529,FELDVR,FUTURE ENTERPRISES LTD,Department Stores,SERVICES,0.8557979701186621,37.56950245925208
530,FIEMIND,FIEM INDUSTRIES LTD,Auto Parts & Equipment,CDGS ,1.3116322524288868,414.38656570213845
531,FILATEX,FILATEX INDIA LTD,Textiles,Industrials,0.0745849470182007,-82.64915335012212
532,FINCABLES,FINOLEX CABLES LTD,Other Electrical Equipment/ Products,Industrials,0.598500513079717,-26.652449241883946
533,FINEORG,FINE ORGANIC INDUSTRIES LTD,Specialty Chemicals,Basic Materials,0.8044093343808267,-21.50719796900138
534,FINOPB,FINO PAYMENTS BANK LTD,BANKS - PVT,Finance,0.7865219403542167,-10.723488261454794
535,FINPIPE,FINOLEX INDUSTRIES LTD,PLASTIC PRODUCTS,Industrials,0.2516782386472616,-18.670754921738975
536,FLEXITUFF,FLEXITUFF VENTURES INTERNATIONAL LTD,PLASTIC PRODUCTS,Industrials,-0.5073552362853041,-30539.0694097887
537,FLFL,FUTURE LIFESTYLE FASHIONS LTD,Department Stores,SERVICES,1.6456868596288385,7.079155300812823
538,FLUOROCHEM,GUJARAT FLUOROCHEMICALS LTD,Specialty Chemicals,Basic Materials,0.405735276726517,-55.85383493032741
539,FMGOETZE,FEDERAL-MOGUL GOETZE (INDIA) LTD.,Auto Parts & Equipment,CDGS ,1.2349614977087142,-14.656980193792378
540,FMNL,FUTURE MARKET NETWORKS LTD,Department Stores,SERVICES,-0.004683240920119042,-15.228984324589788
541,FOCUS,FOCUS LIGHTING AND FIXTURES LTD,Consumer Electronics,CAPITAL GOODS,-1.1525300522145598,301.91118125165593
542,FOODSIN,FOODS & INNS LTD,Other Food Products,FMCG ,0.6327489013223332,-18.803166306923792
543,FORCEMOT,FORCE MOTORS LTD,Cars & Utility Vehicles,CDGS ,0.8643704593481828,-29.85743042250232
544,FORTIS,FORTIS HEALTHCARE LTD,Healthcare  - Facilities,Healthcare,1.113053343451621,-39.80032266996057
545,FOSECOIND,FOSECO INDIA LTD,Commodity Chemicals,Basic Materials,1.127373778541064,-4.614634025315178
546,FRETAIL,FUTURE RETAIL LTD,Department Stores,SERVICES,1.6024989441005622,-3.5999299391467066
547,FSC,FUTURE SUPPLY CHAIN SOLUTIONS LTD,LOGISTICS SOLUTION PROVIDER,SERVICES,-0.6502872160380652,1.749524050477147
548,FSL,FIRSTSOURCE SOLUTIONS LTD,BPO / ITeS,Information Technology,0.5819600465647331,-46.535133555267535
549,GABRIEL,GABRIEL INDIA LTD,Auto Parts & Equipment,CDGS ,1.276645408532731,20.532567453666918
550,GAEL,GUJARAT AMBUJA EXPORTS LTD,Other Agricultural Products,FMCG ,-0.49698482460709414,-315.08175694459607
551,GAIL,GAIL (INDIA) LTD,Utilities (Including Pipelines),Utilities,0.8940604161818987,-12.752485766916111
553,GALAXYSURF,GALAXY SURFACTANTS LTD,Specialty Chemicals,Basic Materials,0.5853142195997066,-47.33053275870226
554,GALLANTT,GALLANTT METAL LTD,Iron & Steel and Intermediary Products,Basic Materials,1.4373051640915921,25.250985841456153
556,GANDHITUBE,GANDHI SPECIAL TUBES LTD,IRON & STEEL PRODUCTS,Basic Materials,0.3997557851390261,9.498390105466159
557,GANECOS,GANESHA ECOSPHERE LTD,Textiles,Industrials,0.8471773970612579,-17.086419364822504
558,GANESHBE,GANESH BENZOPLAST LTD,Commodity Chemicals,Basic Materials,0.7263655860161919,7.0955450758283245
559,GANESHHOUC,GANESH HOUSING CORPORATION LTD,Realty,CAPITAL GOODS,1.1230232486879435,24.650258818449046
560,GANGAFORGE,GANGA FORGING LTD,CASTINGS/FORGINGS,Industrials,0.2647645247251471,-154.19766332241394
561,GANGESSECU,GANGES SECURITIES LTD,INVESTMENT COMPANIES,Finance,0.9936955511428754,59.558598784964275
562,GANGOTRI,GANGOTRI TEXTILES LTD,SPINNING-COTTON/BLENDED,Industrials,0.831038919085855,-15.228984324589778
564,GARFIBRES,GARWARE TECHNICAL FIBRES LTD,Textiles,Industrials,0.820250950752513,-16.290083061236547
566,GAYAHWS,GAYATRI HIGHWAYS LTD,Construction & Engineering,CAPITAL GOODS,0.5494384664638825,201.2079167745477
567,GAYAPROJ,GAYATRI PROJECTS LTD,Construction & Engineering,CAPITAL GOODS,-0.7394939709454841,3.4607415535094166
570,GEECEE,GEECEE VENTURES LTD,Realty,CAPITAL GOODS,0.9384524806846523,-0.16719571989012305
571,GEEKAYWIRE,GEEKAY WIRES LTD,IRON & STEEL PRODUCTS,Basic Materials,0.09598947826256857,4.854080655982385
572,GENCON,GENERIC ENGINEERING CONSTRUCTION AND PROJECTS LTD,Realty,CAPITAL GOODS,2.2072032942961908,746.2671406957803
573,GENESYS,GENESYS INTERNATIONAL CORPORATION LTD,Software Products,Information Technology,0.9907550580163001,1895.6447617014235
574,GENUSPAPER,GENUS PAPER & BOARDS LTD,Paper & Paper Products,Basic Materials,0.07277319536979106,-88.70085702988604
575,GENUSPOWER,GENUS POWER INFRASTRUCTURES LTD,Other Electrical Equipment/ Products,Industrials,-0.16943567298993925,-137.42576071271637
576,GEOJITFSL,GEOJIT FINANCIAL SERVICES LTD,Financial Services,Finance,0.18194425493667526,-53.6574569485575
577,GEPIL,GE POWER INDIA LTD,Heavy Electrical Equipment,Industrials,1.307938170810224,-5.892178057780706
578,GESHIP,THE GREAT EASTERN SHIPPING COMPANY LTD,Shipping,SERVICES,1.1388637181432315,-5.759820209346412
579,GET&D,GE T&D INDIA LTD,Other Electrical Equipment/ Products,Industrials,1.119827378438123,-28.855590930490436
581,GFSTEELS,GRAND FOUNDRY LTD,IRON & STEEL PRODUCTS,Basic Materials,0.9505089482778626,-15.228984324589767
582,GHCL,GHCL LTD,Commodity Chemicals,Basic Materials,0.4763235696094499,-40.1964382877508
583,GICHSGFIN,GIC HOUSING FINANCE LTD,Housing Finance Companies,Finance,1.3445219005439095,30.42345108117386
584,GICRE,GENERAL INSURANCE CORPORATION OF INDIA,General Insurance,Finance,0.7856506259029693,-31.642399348057438
585,GILLANDERS,GILLANDERS ARBUTHNOT & COMPANY LTD,Textiles,Industrials,0.5303431782618873,-67.32361676338434
586,GILLETTE,GILLETTE INDIA LTD,Personal Products,FMCG ,0.9173839181656563,11.975250945945358
587,GINNIFILA,GINNI FILAMENTS LTD,Textiles,Industrials,0.10046404024406301,-75.09345352064199
588,GIPCL,GUJARAT INDUSTRIES POWER COMPANY LTD,Electric Utilities,Utilities,1.5483865011528013,31.591647253639167
591,GLAND,GLAND PHARMA LTD,Pharmaceuticals,Healthcare,-0.016415126106480975,-49.00068775226831
592,GLAXO,GLAXOSMITHKLINE PHARMACEUTICALS LTD,Pharmaceuticals,Healthcare,0.6659491883865192,-26.865219954381438
593,GLENMARK,GLENMARK PHARMACEUTICALS LTD,Pharmaceuticals,Healthcare,0.7952344804465602,-9.072031369623868
594,GLFL,GUJARAT LEASE FINANCING LTD,Financial Services,Finance,-0.6376334016032985,8.406076981623256
595,GLOBAL,GLOBAL EDUCATION LTD,Education,SERVICES,-0.20350851182244065,-23919.916659603787
596,GLOBALVECT,GLOBAL VECTRA HELICORP LTD,Airlines,SERVICES,1.1919176758697674,-5.179654854578553
597,GLOBE,GLOBE TEXTILES (INDIA) LTD,Textiles,Industrials,0.5149967724551442,-70.61477933841658
599,GLOBUSSPR,GLOBUS SPIRITS LTD,Breweries & Distilleries,FMCG ,0.4216293931430718,-43.44228323574543
600,GLS,GLENMARK LIFE SCIENCES LTD,Pharmaceuticals,Healthcare,0.5485509263242172,27.378521285273894
601,GMBREW,GM BREWERIES LTD,Breweries & Distilleries,FMCG ,-0.05786850327934008,-137.92371618299552
602,GMDCLTD,GUJARAT MINERAL DEVELOPMENT CORPORATION LTD,Coal,Energy,0.35493346417803584,5.87584710925162
603,GMMPFAUDLR,GMM PFAUDLER LTD,INDUSTRIAL EQUIPMENT,CAPITAL GOODS,0.7543495521135447,-5.325565401045496
604,GMRINFRA,GMR INFRASTRUCTURE LTD,Airport Services,SERVICES,1.467989316311177,33.95780123670191
605,GNA,GNA AXLES LTD,Auto Parts & Equipment,CDGS ,0.18051721250021302,-54.94053124447893
606,GNFC,GUJARAT NARMADA VALLEY FERTILIZERS AND CHEMICALS LTD,FERTILIZERS,Basic Materials,1.156890664905436,59.39658175158051
607,GOACARBON,GOA CARBON LTD,Refineries & Petroleum Products,Energy,-0.37577698284933964,24.546436719955757
608,GOCLCORP,GOCL CORPORATION LTD,EXPLOSIVES,Basic Materials,1.5336000657799562,40.97956211917824
609,GOCOLORS,GO FASHION (INDIA) LTD,Other Apparels & Accessories,CDGS ,1.2565853782416776,21.76651612778493
610,GODFRYPHLP,GODFREY PHILLIPS INDIA LTD,Cigarettes & Tobacco Products,FMCG ,1.6008462988611802,33.09934727076753
611,GODHA,GODHA CABCON & INSULATION LTD,POWER EQUIPMENT,CAPITAL GOODS,0.18765363865348,-198.51758566783627
612,GODREJAGRO,GODREJ AGROVET LTD,Other Agricultural Products,FMCG ,1.1854084581609166,33.514939729743375
613,GODREJCP,GODREJ CONSUMER PRODUCTS LTD,Personal Products,FMCG ,0.5104836174546965,5.19926367120529
614,GODREJIND,GODREJ INDUSTRIES LTD,Packaged Foods,FMCG ,0.1452881687724394,-62.34758460437257
615,GODREJPROP,GODREJ PROPERTIES LTD,Realty,CAPITAL GOODS,1.296518703718526,26.97605717263869
616,GOENKA,GOENKA DIAMOND AND JEWELS LTD,Other Apparels & Accessories,CDGS ,0.38056627380810293,-15.228984324589767
617,GOKEX,GOKALDAS EXPORTS LTD,Other Apparels & Accessories,CDGS ,0.10240895267410532,-118.7504862406466
618,GOKUL,GOKUL REFOILS AND SOLVENT LTD,Edible Oils,FMCG ,0.07795001254286663,-155.52808652680957
619,GOKULAGRO,GOKUL AGRO RESOURCES LTD,Edible Oils,FMCG ,0.2164574112969435,-57.07458398920699
620,GOLDBEES,NIPPON INDIA ETF GOLD BEES,MF / ETF - GOLD ETF,Finance,-0.6127975878876432,34.211547711806325
621,GOLDENTOBC,GOLDEN TOBACCO LTD,Cigarettes & Tobacco Products,FMCG ,1.1798946153656105,-1.8563599074482462
622,GOLDIAM,GOLDIAM INTERNATIONAL LTD,Other Apparels & Accessories,CDGS ,-0.3625871544833652,-767.6481434606621
623,GOLDSHARE,UTI MUTUAL FUND - UTI GOLD EXCHANGE TRADED FUND,MF / ETF - GOLD ETF,Finance,-0.5789446777576764,11.400239261917843
624,GOLDTECH,GOLDSTONE TECHNOLOGIES LTD,IT Consulting & Application Software,Information Technology,0.07092037360624148,-82.39354546198321
625,GOODLUCK,GOODLUCK INDIA LTD,IRON & STEEL PRODUCTS,Basic Materials,0.8779743595669194,49.24705089011567
627,GPIL,GODAWARI POWER AND ISPAT LTD,Iron & Steel and Intermediary Products,Basic Materials,1.1053011784170412,-8.661783244607712
628,GPPL,GUJARAT PIPAVAV PORT LTD,Marine Port & Services,Industrials,0.4185595468768321,18.674209228864957
629,GPTINFRA,GPT INFRAPROJECTS LTD,Construction & Engineering,CAPITAL GOODS,1.38078597970232,0.9156110065718259
630,GRANULES,GRANULES INDIA LTD,Pharmaceuticals,Healthcare,0.8193127879047089,51.372260707847886
631,GRAPHITE,GRAPHITE INDIA LTD, Industrial Goods,Industrials,-0.023354875898748323,-44.177610162972016
632,GRASIM,GRASIM INDUSTRIES LTD,Cement & Cement Products,Basic Materials,0.5614858018818096,-31.59902290394937
634,GRAVITA,GRAVITA INDIA LTD,INDUSTRIAL MINERALS,Basic Materials,0.979711348320567,-25.207945712453363
635,GREAVESCOT,GREAVES COTTON LTD,Industrial Machinery,CAPITAL GOODS,0.50997033266816,-44.026905059047586
636,GREENLAM,GREENLAM INDUSTRIES LTD,PLYWOOD BOARDS/ LAMINATES,Basic Materials,0.8663189527057216,44.03070998730661
637,GREENPANEL,GREENPANEL INDUSTRIES LTD,Forest Products - PLY & BOARDS,Basic Materials,0.9791071685199856,-20.102285655498974
638,GREENPLY,GREENPLY INDUSTRIES LTD,Forest Products - PLY & BOARDS,Basic Materials,1.5359396631249063,176.0271848669406
639,GREENPOWER,ORIENT GREEN POWER COMPANY LTD,Electric Utilities,Utilities,0.4307320019441402,-51.48948662923001
640,GRINDWELL,GRINDWELL NORTON LTD,ABRASIVES,Industrials,0.859861913015267,-15.70610133395045
641,GRINFRA,G R INFRAPROJECTS LTD,Construction & Engineering,CAPITAL GOODS,0.875782454437722,-5.31843640339531
642,GROBTEA,THE GROB TEA COMPANY LTD,Tea & Coffee,FMCG ,0.2729637191735688,-65.65920654878487
643,GRPLTD,GRP LTD,Tyres & Rubber Products,CAPITAL GOODS,1.0353620637564676,1.8748359054906905
644,GRSE,GARDEN REACH SHIPBUILDERS & ENGINEERS LTD,Defence,CAPITAL GOODS,1.874628815244673,60.73667690275539
646,GSFC,GUJARAT STATE FERTILIZERS & CHEMICALS LTD,FERTILIZERS,Basic Materials,0.8999519983992872,127.8241076623047
647,GSPL,GUJARAT STATE PETRONET LTD,Utilities (Including Pipelines),Utilities,0.8924683511188496,-21.655049721285913
648,GSS,GSS INFOTECH LTD,IT Consulting & Application Software,Information Technology,-0.305181135930594,-240.0149699784765
649,GTL,GTL LTD,Other Telecom Services,Telecom,-0.4210225796764323,-38.84215400422888
650,GTLINFRA,GTL INFRASTRUCTURE LTD,Telecommunications Equipment,Telecom,1.2875302728206945,4.125105402688312
653,GTPL,GTPL HATHWAY LTD,Other Telecom Services,Telecom,0.1685674160628758,28.63197100546062
654,GUFICBIO,GUFIC BIOSCIENCES LTD,Pharmaceuticals,Healthcare,0.5240029463442524,-23.7720813078248
655,GUJALKALI,GUJARAT ALKALIES AND CHEMICALS LTD,Commodity Chemicals,Basic Materials,0.17012216046749148,-63.060981663408676
656,GUJAPOLLO,GUJARAT APOLLO INDUSTRIES LTD,"Construction, Agricultural & Commercial Vehicles",CAPITAL GOODS,0.6859443284206027,455.6277811587822
657,GUJGASLTD,GUJARAT GAS LTD,LPG/CNG/PNG/LNG SUPPLIER,Energy,1.1943252330720255,-8.18220545488575
658,GUJRAFFIA,GUJARAT RAFFIA INDUSTRIES LTD,PACKAGING,Basic Materials,0.8054233557120505,2.139362379406662
659,GULFOILLUB,GULF OIL LUBRICANTS INDIA LTD,Oil Marketing & Distribution,Energy,0.6078809563633251,-36131.496185382246
660,GULFPETRO,GP PETROLEUMS LTD,Oil Marketing & Distribution,Energy,1.528987561864565,21.136225409256504
661,GULPOLY,GULSHAN POLYOLS LTD,Commodity Chemicals,Basic Materials,0.8257411175007614,-33.090209615851904
662,GVKPIL,GVK POWER & INFRASTRUCTURE LTD,ENGINEERING / DESIGNING /CONSTRUCTION,CAPITAL GOODS,0.9211046575621354,-16.695644650540764
663,HAL,HINDUSTAN AERONAUTICS LTD,Aerospace,CAPITAL GOODS,1.3295182021340843,90.37915868501314
664,HAPPSTMNDS,HAPPIEST MINDS TECHNOLOGIES LTD,IT Consulting & Application Software,Information Technology,0.7594997018005565,-13.615297110869829
666,HARRMALAYA,HARRISONS  MALAYALAM LTD,Tyres & Rubber Products,CAPITAL GOODS,1.5576931145417094,30.279350649608936
667,HATHWAY,HATHWAY CABLE & DATACOM LTD,Broadcasting & Cable TV,SERVICES,1.215894706015082,17.955273614782442
668,HATSUN,HATSUN AGRO PRODUCT LTD,Packaged Foods,FMCG ,0.8912119350107409,-9.109122219271526
669,HAVELLS,HAVELLS INDIA LTD,Consumer Electronics,CAPITAL GOODS,-0.5224981811123393,78.81689268316548
670,HAVISHA,SRI HAVISHA HOSPITALITY AND INFRASTRUCTURE LTD,Oil Marketing & Distribution,Energy,0.8644220148338021,147.53114846376914
672,HBLPOWER,HBL POWER SYSTEMS LTD,Other Electrical Equipment/ Products,Industrials,0.42074192196038285,-181.4602111229357
673,HBSL,HB STOCKHOLDINGS LTD,NBFC,Finance,0.6598623124611191,583.6084747284858
674,HCC,HINDUSTAN CONSTRUCTION COMPANY LTD,Construction & Engineering,CAPITAL GOODS,1.0352328589832078,-14.262686468620823
675,HCG,HEALTHCARE GLOBAL ENTERPRISES LTD,Healthcare  - Facilities,Healthcare,1.130322285632892,-28.688471109421542
676,HCL-INSYS,HCL INFOSYSTEMS LTD,COMPUTERS - HARDWARE,Information Technology,0.4116797421548352,-38.16572276400162
677,HCLTECH,HCL TECHNOLOGIES LTD,COMPUTER SOFTWARE MAJOR,Information Technology,0.8461186686752465,-4.691885893932534
680,HDFCAMC,HDFC ASSET MANAGEMENT COMPANY LTD,Asset Management Companies,Finance,0.42828553477895287,-49.51293931948882
681,HDFCBANK,HDFC BANK LTD,BANKS - PVT,Finance,1.0373815540542621,1.7896664125137907
682,HDFCLIFE,HDFC LIFE INSURANCE COMPANY LTD,Life Insurance,Finance,1.3157895811003606,-8.780480939674806
686,HDIL,HOUSING DEVELOPMENT AND INFRASTRUCTURE LTD,Realty,CAPITAL GOODS,0.6744639801156387,-51.62943919570927
687,HEALTHY,ADITYA BIRLA SUN LIFE MF-ADITYA BIRLA SUN LIFE NIFTY HEALTHCARE ETF,MF / ETF,Finance,1.1585162096009607,-13.191369481223692
688,HEG,HEG LTD, Industrial Goods,Industrials,-0.2508986311754553,-1.379194291328878
689,HEIDELBERG,HEIDELBERGCEMENT INDIA LTD,Cement & Cement Products,Basic Materials,0.7738349813403929,-26.290685841332508
690,HEMIPROP,HEMISPHERE PROPERTIES INDIA LTD,Realty,CAPITAL GOODS,-0.03624729395658986,-143.7271662931079
691,HERANBA,HERANBA INDUSTRIES LTD,Agrochemicals,Basic Materials,1.5125694789637365,23.11008726902102
692,HERCULES,HERCULES HOISTS LTD,Industrial Machinery,CAPITAL GOODS,1.4630836226207968,25.712994541506728
693,HERITGFOOD,HERITAGE FOODS LTD,Packaged Foods,FMCG ,0.5200628396575563,-1.742304728579791
694,HEROMOTOCO,HERO MOTOCORP LTD,2/3 Wheelers,CDGS ,0.7619532516563076,-22.761477525206853
695,HESTERBIO,HESTER BIOSCIENCES LTD,Pharmaceuticals,Healthcare,1.8821528078364078,236.128097303193
696,HEXATRADEX,HEXA TRADEX LTD,Trading Companies & Distributors,SERVICES,-0.20067320598750898,-145.5049724704173
698,HFCL,HFCL LTD,Telecom Cables,Telecom,1.453516250144253,20.013271956391932
699,HGINFRA,H.G. INFRA ENGINEERING LTD,Construction & Engineering,CAPITAL GOODS,1.0149170908245546,2.0037010505037367
700,HGS,HINDUJA GLOBAL SOLUTIONS LTD,BPO / ITeS,Information Technology,1.519092014079031,11.61231667810998
701,HIKAL,HIKAL LTD,Pharmaceuticals,Healthcare,0.6883423631291378,30.40345800661757
702,HIL,HIL LTD,Cement & Cement Products,Basic Materials,1.162897341135926,-16.42766022029003
703,HILTON,HILTON METAL FORGING LTD, Industrial Products,Industrials,-1.0929008960670386,-2.845123344997391
704,HIMATSEIDE,HIMATSINGKA SEIDE LTD,Textiles,Industrials,-0.0034329398750118038,-101.01840719285565
705,HINDALCO,HINDALCO INDUSTRIES LTD,ALUMINIUM,Basic Materials,-0.19070000801119422,-296.8810723836468
706,HINDCOMPOS,HINDUSTAN COMPOSITES LTD,Auto Parts & Equipment,CDGS ,0.775552203491753,-12.384578615138542
707,HINDCON,HINDCON CHEMICALS LTD,Specialty Chemicals,Basic Materials,0.526237096682021,-417.66943104028815
708,HINDCOPPER,HINDUSTAN COPPER LTD,COPPER & COPPER PRODUCTS,Basic Materials,-0.4843098019075608,8.94596849999929
709,HINDMOTORS,HINDUSTAN MOTORS LTD,Cars & Utility Vehicles,CDGS ,0.10933360253811263,-148.85835600498743
710,HINDNATGLS,HINDUSTHAN NATIONAL GLASS & INDUSTRIES LTD,Containers & Packaging,Industrials,1.1523575257264655,-28.573871046094734
711,HINDOILEXP,HINDUSTAN OIL EXPLORATION COMPANY LTD,OIL Exploration & Production,Energy,0.6496966332191666,152.75535635378859
712,HINDPETRO,HINDUSTAN PETROLEUM CORPORATION LTD,Refineries & Petroleum Products,Energy,-0.05500393076975256,-130.38646673154565
713,HINDUNILVR,HINDUSTAN UNILEVER LTD,Personal Products,FMCG ,0.2552125803707517,-0.9356048942408712
714,HINDZINC,HINDUSTAN ZINC LTD,Zinc,Basic Materials,-0.9338223803350872,27.523421575596153
715,HIRECT,HIND RECTIFIERS LTD,Electronic Components / Equipment & Instruments,CAPITAL GOODS,-0.20574834203471887,-19.85329951952288
716,HISARMETAL,HISAR METAL INDUSTRIES LTD,IRON & STEEL PRODUCTS,Basic Materials,0.5450079042129647,66.14096972039758
717,HITECH,HI-TECH PIPES LTD,IRON & STEEL PRODUCTS,Basic Materials,0.6793869874341047,-19.689372708181796
718,HITECHCORP,HITECH CORPORATION LTD,Containers & Packaging,Industrials,-0.014171343629955677,-88.3213106809719
719,HITECHGEAR,THE HI-TECH GEARS LTD,Auto Parts & Equipment,CDGS ,-0.19830473820025868,793.8124418321232
720,HLEGLAS,HLE GLASCOAT LTD,Industrial Machinery,CAPITAL GOODS,1.275870395381281,21.27800995811999
721,HLVLTD,HLV LTD,Hotels,SERVICES,0.3207435604786042,-40.40372789026792
722,HMT,HMT LTD,"Construction, Agricultural & Commercial Vehicles",CAPITAL GOODS,0.42364954816501676,-24.562293458250274
723,HMVL,HINDUSTAN MEDIA VENTURES LTD,PRINTING & PUBLICATION,SERVICES,0.6056139121300871,-10.405743321996574
724,HNDFDS,HINDUSTAN FOODS LTD,Packaged Foods,FMCG ,0.02983686763688463,-91.93290691943916
725,HNGSNGBEES,NIPPON INDIA ETF HANG SENG BEES,MF / ETF,Finance,-0.669125124772629,60.54525587238171
726,HOMEFIRST,HOME FIRST FINANCE COMPANY INDIA LTD,Housing Finance Companies,Finance,1.4252908808904892,-15.250069414056222
727,HONAUT,HONEYWELL AUTOMATION INDIA LTD,Other Electrical Equipment/ Products,Industrials,1.2864010923651894,-33.51059997296226
728,HONDAPOWER,HONDA INDIA POWER PRODUCTS LTD,Industrial Machinery,CAPITAL GOODS,1.8596418816197977,13.119781986390876
730,HOVS,HOV SERVICES LTD,BPO / ITeS,Information Technology,1.2505808893338766,26.37031774906944
731,HPL,HPL ELECTRIC & POWER LTD,Consumer Electronics,CAPITAL GOODS,1.5585887620215086,185.0608155297119
732,HSCL,HIMADRI SPECIALITY CHEMICAL LTD,Specialty Chemicals,Basic Materials,0.8085109597588881,2.985407682246155
734,HTMEDIA,HT MEDIA LTD,PRINTING & PUBLICATION,SERVICES,0.2721432248569758,-63.503102936389254
735,HUBTOWN,HUBTOWN LTD,Realty,CAPITAL GOODS,0.3504051727209885,-24.747691035496512
736,HUDCO,HOUSING & URBAN DEVELOPMENT CORPORATION LTD,Housing Finance Companies,Finance,0.6426165530179051,-24.39588059793354
737,HUHTAMAKI,HUHTAMAKI INDIA LTD,Containers & Packaging,Industrials,0.9569063204563767,-19.063456229530306
739,IBREALEST,INDIABULLS REAL ESTATE LTD,Realty,CAPITAL GOODS,0.5086678636959652,-36.69410452401481
740,IBULHSGFIN,INDIABULLS HOUSING FINANCE LTD,Housing Finance Companies,Finance,1.011885616830309,4.210457085769548
741,IBULHSGFIN,INDIABULLS HOUSING FINANCE LTD,Housing Finance Companies,Finance,1.011885616830309,4.210457085769548
742,ICDSLTD,ICDS LTD,Fin COS (including NBFCs),Finance,-0.3932564646503257,-52.84532024100326
743,ICEMAKE,ICE MAKE REFRIGERATION LTD,INDUSTRIAL EQUIPMENT - Refrigeration,CAPITAL GOODS,1.1860527069349087,32.67141221792544
